ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Zip Codes
264119899,02/23/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,18,0,25-44,M,WHITE,986903,218556,40.76656170066541,-73.99042252049695,POINT (-73.99042252049695 40.76656170066541),12,4,10,10,12081
264133167,02/23/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701501,F,K,77,0,25-44,M,BLACK,996658,183424,40.67012451,-73.95527118,POINT (-73.95527118 40.67012451),17,2,48,44,13509
264093902,02/23/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,109,0,45-64,M,WHITE,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037),22,3,3,67,13832
264128977,02/23/2023,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,K,83,0,25-44,M,BLACK,1007127,193705,40.698323,-73.917495,POINT (-73.917495 40.698323),42,2,37,53,13828
264102555,02/23/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,1,1,25-44,M,BLACK,982611,202413,40.72225345,-74.00591294,POINT (-74.00591294 40.72225345),57,4,32,1,12076
264143962,02/23/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,M,7,2,45-64,M,BLACK,987838,199274,40.71363707,-73.9870574,POINT (-73.9870574 40.71363707),70,4,32,4,11723
264104927,02/23/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,B,40,2,25-44,M,BLACK,1007566,238218,40.820499,-73.915756,POINT (-73.915756 40.820499),49,5,43,23,10933
264132853,02/23/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,75,0,25-44,M,BLACK,1019280,184315,40.6725095,-73.87371801,POINT (-73.87371801 40.6725095),45,2,25,47,17215
264113683,02/23/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,K,73,0,18-24,M,BLACK,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104),55,2,17,46,17614
264128969,02/23/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,F,K,81,0,25-44,M,BLACK,1007440,186631,40.67890532,-73.91639281,POINT (-73.91639281 40.67890532),55,2,17,46,13516
264126255,02/23/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1010287,186518,40.67858725341521,-73.9061289409916,POINT (-73.9061289409916 40.67858725341521),55,2,37,46,13516
264116183,02/23/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,13,0,25-44,M,BLACK,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074),71,4,50,7,12073
264092080,02/23/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,Q,105,0,25-44,M,BLACK,1057766,203992,40.726284,-73.73476,POINT (-73.73476 40.726284),63,3,16,63,24337
264093880,02/23/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,60,0,25-44,M,WHITE,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258),21,2,15,35,18184
264110154,02/23/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402501,F,M,13,0,25-44,M,BLACK,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074),71,4,50,7,12073
264123181,02/23/2023,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,Q,105,0,25-44,M,BLACK,1054427,188124,40.682757,-73.746973,POINT (-73.746973 40.682757),63,3,47,63,15313
264113707,02/23/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,23,0,25-44,M,BLACK,998828,226859,40.789341,-73.947351,POINT (-73.947351 40.789341),7,4,35,14,12426
264100285,02/23/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,105,0,45-64,M,BLACK,1057694,196399,40.705443,-73.735104,POINT (-73.735104 40.705443),63,3,6,63,24338
264132383,02/23/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,108,0,25-44,M,BLACK,996643,209958,40.742954,-73.955274,POINT (-73.955274 40.742954),53,3,33,66,16858
264144710,02/23/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200504,F,K,78,0,18-24,M,BLACK,990420,188642,40.684454,-73.97775,POINT (-73.97775 40.684454),68,2,27,50,17619
264119887,02/23/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,71,0,45-64,M,BLACK,1003358,182945,40.66879784,-73.93112014,POINT (-73.93112014 40.66879784),17,2,48,44,17615
264116181,02/23/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,84,0,25-44,M,WHITE,989539,190263,40.68890313,-73.98092864,POINT (-73.98092864 40.68890313),68,2,38,54,17619
264134604,02/23/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,K,63,0,25-44,M,BLACK,1006804,170056,40.633415,-73.91874,POINT (-73.91874 40.633415),5,2,8,38,13827
264102548,02/23/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,25-44,M,BLACK,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104),55,2,17,46,17614
264111803,02/23/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,77,0,25-44,M,BLACK,1003508,185056,40.674593,-73.930572,POINT (-73.930572 40.674593),16,2,49,49,17615
264133153,02/23/2023,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,B,45,0,25-44,M,BLACK,1029904,244665,40.838106133659295,-73.83500915072987,POINT (-73.83500915072987 40.838106133659295),43,5,12,28,11270
264182858,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,79,0,45-64,M,BLACK,1000787,189717,40.687392,-73.940368,POINT (-73.940368 40.687392),69,2,49,51,18181
264148683,02/24/2023,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,62,0,25-44,M,WHITE,984362,163187,40.614589,-73.999596,POINT (-73.999596 40.614589),1,2,44,37,17616
264181449,02/24/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,B,46,0,25-44,M,BLACK,1007988,248342,40.848286,-73.914197,POINT (-73.914197 40.848286),6,5,29,29,10931
264171744,02/24/2023,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,B,46,0,18-24,M,BLACK,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578),6,5,22,29,10935
264180006,02/24/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,B,45,0,25-44,M,BLACK,1033408,240212,40.825867,-73.822377,POINT (-73.822377 40.825867),43,5,12,28,11274
264184981,02/24/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,79,0,25-44,M,BLACK,1000171,191125,40.691258,-73.942589,POINT (-73.942589 40.691258),69,2,49,51,18181
264150390,02/24/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 140251B,F,M,32,0,25-44,M,BLACK,999439,236537,40.815904,-73.945123,POINT (-73.945123 40.815904),18,4,36,20,12427
264185035,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,45-64,M,BLACK,1008493,179021,40.658015,-73.91262,POINT (-73.91262 40.658015),55,2,25,46,17614
264177502,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,45-64,M,BLACK,987220,212676,40.750423,-73.98928,POINT (-73.98928 40.750423),11,4,10,8,11722
264182851,02/24/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,B,42,2,45-64,M,BLACK,1012046,241053,40.828268,-73.899559,POINT (-73.899559 40.828268),34,5,43,25,10937
264167679,02/24/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,76,2,45-64,M,WHITE,983892,184668,40.67355,-74.001288,POINT (-74.001288 40.67355),14,2,7,48,13514
264180015,02/24/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,77,0,25-44,M,BLACK,1002230,183369,40.669966,-73.935184,POINT (-73.935184 40.669966),16,2,48,49,17615
264182865,02/24/2023,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 215000A,F,K,61,0,25-44,M,WHITE,995118,155708,40.594054,-73.960866,POINT (-73.960866 40.594054),32,2,15,36,18183
264191495,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,14,0,25-44,M,BLACK,987472,214939,40.756635,-73.98837,POINT (-73.98837 40.756635),11,4,10,8,13094
264182857,02/24/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,67,0,45-64,M,BLACK,997897,175676,40.648859,-73.95082,POINT (-73.95082 40.648859),61,2,11,40,13510
264165501,02/24/2023,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,COR0168E04,F,K,61,0,25-44,M,WHITE,995118,155708,40.594054,-73.960866,POINT (-73.960866 40.594054),32,2,15,36,18183
264191672,02/24/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,73,0,<18,M,BLACK,1005769,183590,40.670563,-73.922425,POINT (-73.922425 40.670563),55,2,17,46,13516
264160468,02/24/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601002,F,B,52,0,25-44,M,BLACK,1017273,255924,40.869067,-73.8806,POINT (-73.8806 40.869067),24,5,40,34,10936
264163492,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,77,0,18-24,M,BLACK,997666,184328,40.672605,-73.951635,POINT (-73.951635 40.672605),16,2,48,49,17618
264174031,02/24/2023,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,52,0,25-44,M,BLACK,1013740,254095,40.864058,-73.89338,POINT (-73.89338 40.864058),24,5,22,34,10936
264177490,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,70,0,18-24,M,BLACK,991626,169071,40.630736,-73.973423,POINT (-73.973423 40.630736),60,2,18,43,13513
264144363,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,88,2,45-64,M,BLACK,991150,192509,40.695068,-73.975116,POINT (-73.975116 40.695068),68,2,48,55,17212
264151843,02/24/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,M,32,0,25-44,M,BLACK,999439,236537,40.815904,-73.945123,POINT (-73.945123 40.815904),18,4,36,20,12427
264150377,02/24/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,0,45-64,M,BLACK,1015773,240835,40.82765564,-73.88609567,POINT (-73.88609567 40.82765564),8,5,43,24,10937
264174032,02/24/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,B,52,0,25-44,M,BLACK,1013949,254991,40.866518,-73.892622,POINT (-73.892622 40.866518),24,5,22,34,10936
264147621,02/24/2023,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,K,63,0,18-24,M,WHITE,1005114,171077,40.63622,-73.924824,POINT (-73.924824 40.63622),5,2,8,38,13825
264163499,02/24/2023,739,"FRAUD,UNCLASSIFIED-FELONY",112,THEFT-FRAUD,PL 190651B,F,M,5,0,25-44,M,WHITE,984984,200115,40.715949,-73.997351,POINT (-73.997351 40.715949),70,4,32,2,12076
264167670,02/24/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601504,F,B,47,0,25-44,M,BLACK,1026486,262591,40.887325,-73.847247,POINT (-73.847247 40.887325),29,5,2,30,11275
264182849,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,18-24,M,BLACK,1028123,257460,40.873236,-73.841358,POINT (-73.841358 40.873236),29,5,2,30,11607
264185029,02/24/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,75,0,25-44,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404),45,2,25,47,17215
264177510,02/24/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,101,0,25-44,M,BLACK,1053648,158969,40.60274,-73.750081,POINT (-73.750081 40.60274),51,3,47,59,20529
264180019,02/24/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,69,0,18-24,M,BLACK,1009883,173089,40.6417288,-73.90763652,POINT (-73.90763652 40.6417288),5,2,8,42,13827
264181453,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,45,0,25-44,M,BLACK,1031351,254245,40.864393,-73.829709,POINT (-73.829709 40.864393),43,5,2,28,12344
264174036,02/24/2023,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,77,0,45-64,M,BLACK,998050,184301,40.67252962,-73.95025145,POINT (-73.95025145 40.67252962),16,2,48,49,17618
264184201,02/24/2023,153,RAPE 3,104,RAPE,PL 1302503,F,B,48,0,45-64,M,BLACK,1011751,246839,40.8441566000203,-73.9006054489734,POINT (-73.9006054489734 40.8441566000203),35,5,22,31,10935
264150389,02/24/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402501,F,M,32,0,25-44,M,BLACK,999439,236537,40.815904,-73.945123,POINT (-73.945123 40.815904),18,4,36,20,12427
264163487,02/24/2023,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650202,F,B,46,1,25-44,M,BLACK,1011925,251675,40.85742114,-73.89995518,POINT (-73.89995518 40.85742114),6,5,22,29,10931
264180007,02/24/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,B,48,0,45-64,M,BLACK,1016834,247871,40.846964,-73.882227,POINT (-73.882227 40.846964),35,5,22,31,11269
264182886,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,107,0,45-64,M,BLACK,1036732,206997,40.734681,-73.810626,POINT (-73.810626 40.734681),25,3,24,65,14507
264134617,02/24/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,S,123,0,45-64,M,WHITE,928852,129810,40.52280069,-74.19926078,POINT (-74.19926078 40.52280069),15,1,9,77,10696
264174043,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,S,120,0,25-44,M,BLACK,960815,171017,40.636048,-74.084434,POINT (-74.084434 40.636048),4,1,13,74,10369
264170084,02/24/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,25-44,M,BLACK,989468,148972,40.57556814,-73.98121659,POINT (-73.98121659 40.57556814),21,2,45,35,18184
264163497,02/24/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601503,F,M,23,0,45-64,M,BLACK,998828,226859,40.789341,-73.947351,POINT (-73.947351 40.789341),7,4,35,14,12426
264170082,02/24/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,60,2,45-64,M,WHITE,988914,155582,40.593713,-73.983203,POINT (-73.983203 40.593713),21,2,45,35,18183
264181452,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,65+,M,BLACK,1025621,268476,40.90348104,-73.8503406,POINT (-73.8503406 40.90348104),29,5,40,30,11608
264181473,02/24/2023,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,M,5,0,25-44,M,BLACK,984984,200115,40.715949,-73.997351,POINT (-73.997351 40.715949),70,4,32,2,12076
264167695,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,S,120,0,25-44,M,BLACK,960815,171017,40.636048,-74.084434,POINT (-74.084434 40.636048),4,1,13,74,10369
264182875,02/24/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 140200H,F,M,18,0,25-44,M,BLACK,988210,218129,40.76539,-73.985702,POINT (-73.985702 40.76539),12,4,10,10,12081
264144357,02/24/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0375007,M,B,48,0,25-44,M,BLACK,1013582,247044,40.84470508,-73.89398541,POINT (-73.89398541 40.84470508),35,5,22,31,10935
264170079,02/24/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,73,0,25-44,M,BLACK,1008238,178970,40.657877,-73.91354,POINT (-73.91354 40.657877),55,2,25,46,17614
264185215,02/24/2023,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,K,70,0,18-24,M,BLACK,994827,177870,40.65488239,-73.96188035,POINT (-73.96188035 40.65488239),17,2,11,44,13510
264150393,02/24/2023,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,113,0,45-64,M,BLACK,1046315,187088,40.6799807384666,-73.7762339071953,POINT (-73.7762339071953 40.6799807384666),41,3,6,71,24669
264185001,02/24/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,102,0,25-44,M,BLACK,1034962,195826,40.70402854224915,-73.81709842036697,POINT (-73.81709842036697 40.70402854224915),46,3,28,60,24014
264144360,02/24/2023,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,B,52,0,25-44,M,BLACK,1014295,253237,40.86170061882349,-73.8913806653553,POINT (-73.8913806653553 40.86170061882349),6,5,22,29,10936
264160470,02/24/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,70,0,18-24,M,WHITE,991626,169071,40.630736,-73.973423,POINT (-73.973423 40.630736),60,2,18,43,13513
264165502,02/24/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,30,1,45-64,M,WHITE,999790,241169,40.8286232400477,-73.9438488369889,POINT (-73.9438488369889 40.8286232400477),37,4,23,19,12428
264185212,02/24/2023,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,K,70,0,25-44,M,BLACK,994827,177870,40.65488239,-73.96188035,POINT (-73.96188035 40.65488239),17,2,11,44,13510
264171745,02/24/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,K,63,0,45-64,M,BLACK,1000520,168264,40.628508,-73.941384,POINT (-73.941384 40.628508),5,2,26,38,17217
264177481,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,44,0,18-24,M,BLACK,1003363,238988,40.822622,-73.930942,POINT (-73.930942 40.822622),50,5,35,27,10929
264174037,02/24/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,28,0,25-44,M,BLACK,996606,232352,40.80441979,-73.95536877,POINT (-73.95536877 40.80441979),18,4,36,18,12423
264143949,02/24/2023,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450003,M,B,46,0,25-44,M,BLACK,1010855,247591,40.846218,-73.903838,POINT (-73.903838 40.846218),6,5,22,29,10935
264180021,02/24/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,62,0,25-44,M,WHITE,989900,159739,40.605124,-73.979649,POINT (-73.979649 40.605124),1,2,18,37,18183
264191080,02/24/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,77,0,18-24,M,BLACK,998074,184626,40.67342163,-73.95016427,POINT (-73.95016427 40.67342163),16,2,49,49,17618
264134594,02/24/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,60,0,45-64,M,BLACK,984651,148801,40.57510031,-73.99855651,POINT (-73.99855651 40.57510031),21,2,45,35,18184
264184204,02/24/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,42,0,18-24,M,BLACK,1015437,244318,40.837218,-73.887292,POINT (-73.887292 40.837218),34,5,43,25,11269
264163500,02/24/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,Q,105,0,25-44,M,BLACK,1057766,203992,40.726284,-73.73476,POINT (-73.73476 40.726284),63,3,16,63,24337
264151839,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,69,0,45-64,M,BLACK,1009791,170325,40.634144,-73.907977,POINT (-73.907977 40.634144),5,2,8,42,13827
264165510,02/24/2023,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,S,120,0,25-44,M,WHITE,962896,171647,40.63778217,-74.07694038,POINT (-74.07694038 40.63778217),4,1,13,74,10369
264171741,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,45,0,25-44,M,BLACK,1031495,258234,40.875342,-73.829161,POINT (-73.829161 40.875342),43,5,2,28,12344
264218286,02/24/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,73,0,<18,M,BLACK,1005769,183590,40.670563,-73.922425,POINT (-73.922425 40.670563),55,2,17,46,13516
264181469,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,9,0,65+,M,BLACK,990020,205214,40.729942,-73.97918,POINT (-73.97918 40.729942),70,4,50,5,11729
264191493,02/24/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,73,0,<18,M,BLACK,1005769,183590,40.670563,-73.922425,POINT (-73.922425 40.670563),55,2,17,46,13516
264151841,02/24/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,71,0,25-44,M,BLACK,998054,178678,40.65709573,-73.95024855,POINT (-73.95024855 40.65709573),17,2,11,44,13509
264170089,02/24/2023,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,CPL5700600,9,Q,113,87,45-64,M,BLACK,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077),41,3,46,71,24669
264181470,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,20,0,45-64,M,BLACK,989610,224478,40.782817,-73.980642,POINT (-73.980642 40.782817),20,4,19,12,12421
264185028,02/24/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,75,0,25-44,M,BLACK,1021568,185710,40.6763291,-73.86546213,POINT (-73.86546213 40.6763291),45,2,37,47,17215
264171757,02/24/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,M,7,0,25-44,M,BLACK,989183,201182,40.718875,-73.982204,POINT (-73.982204 40.718875),70,4,50,4,11723
264132906,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,94,0,25-44,M,WHITE,997245,204129,40.726956,-73.953115,POINT (-73.953115 40.726956),36,2,38,57,18182
264184979,02/24/2023,785,WEAPONS DISPOSITION OF,236,DANGEROUS WEAPONS,PL 2651004,M,K,75,0,25-44,M,BLACK,1021568,185710,40.6763291,-73.86546213,POINT (-73.86546213 40.6763291),45,2,37,47,17215
264161831,02/24/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,28,0,45-64,M,BLACK,998948,233793,40.808372,-73.946904,POINT (-73.946904 40.808372),18,4,36,18,12424
264165507,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,2,18-24,M,BLACK,1001154,240559,40.826939,-73.93892,POINT (-73.93892 40.826939),18,4,36,20,13097
264177489,02/24/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,73,0,25-44,M,BLACK,1010257,185170,40.674889,-73.90624,POINT (-73.90624 40.674889),55,2,37,46,13516
264186393,02/24/2023,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,M,6,0,25-44,M,WHITE,984100,207281,40.735617,-74.000539,POINT (-74.000539 40.735617),57,4,10,3,12074
264185045,02/24/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,122,0,25-44,M,WHITE,954771,148450,40.574091,-74.106113,POINT (-74.106113 40.574091),30,1,14,76,10693
264161830,02/24/2023,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,K,75,0,25-44,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404),45,2,25,47,17215
264177488,02/24/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,K,70,0,45-64,M,WHITE,995946,172082,40.638997,-73.957856,POINT (-73.957856 40.638997),60,2,11,43,13510
